"행정구역","2026년06월_계_총인구수","2026년06월_계_연령구간인구수","2026년06월_계_0세","2026년06월_계_1세","2026년06월_계_2세","2026년06월_계_3세","2026년06월_계_4세","2026년06월_계_5세","2026년06월_남_총인구수","2026년06월_남_연령구간인구수","2026년06월_남_0세","2026년06월_남_1세","2026년06월_남_2세","2026년06월_남_3세","2026년06월_남_4세","2026년06월_남_5세","2026년06월_여_총인구수","2026년06월_여_연령구간인구수","2026년06월_여_0세","2026년06월_여_1세","2026년06월_여_2세","2026년06월_여_3세","2026년06월_여_4세","2026년06월_여_5세"
"경기도 고양시 덕양구 행신2동(4128165000)","29,213","932","209","176","127","144","145","131","14,108","475","111","83","66","82","68","65","15,105","457","98","93","61","62","77","66"
"경기도 고양시 덕양구 행신3동(4128165500)","22,024","546","122","90","78","98","83","75","10,357","267","52","56","35","49","35","40","11,667","279","70","34","43","49","48","35"
"경기도 고양시 덕양구 행신4동(4128165600)","18,588","245","44","39","38","36","44","44","9,384","134","25","20","18","21","21","29","9,204","111","19","19","20","15","23","15"
"경기도 고양시 덕양구 화전동(4128166000)","27,674","1,513","228","239","240","245","258","303","13,801","811","120","125","135","138","128","165","13,873","702","108","114","105","107","130","138"
"경기도 고양시 덕양구 대덕동(4128167000)","16,917","1,061","159","162","124","174","203","239","8,545","529","86","82","64","94","103","100","8,372","532","73","80","60","80","100","139"
"경기도 고양시 일산동구 (4128500000)","298,269","8,668","1,467","1,398","1,280","1,497","1,489","1,537","144,435","4,471","761","740","688","751","749","782","153,834","4,197","706","658","592","746","740","755"
"경기도 고양시 일산동구 식사동(4128551000)","40,217","1,331","161","164","199","240","279","288","19,534","697","89","86","110","126","124","162","20,683","634","72","78","89","114","155","126"
"경기도 고양시 일산동구 중산1동(4128552500)","19,790","333","67","41","49","56","52","68","9,496","176","44","20","26","27","27","32","10,294","157","23","21","23","29","25","36"
"경기도 고양시 일산동구 중산2동(4128552600)","22,672","667","99","92","101","114","117","144","10,816","341","41","53","55","50","67","75","11,856","326","58","39","46","64","50","69"
"경기도 고양시 일산동구 정발산동(4128553000)","21,012","362","56","59","38","75","60","74","10,113","172","27","29","20","27","34","35","10,899","190","29","30","18","48","26","39"
"경기도 고양시 일산동구 풍산동(4128554000)","42,192","1,338","225","229","219","208","233","224","20,329","693","121","124","126","103","105","114","21,863","645","104","105","93","105","128","110"
"경기도 고양시 일산동구 백석1동(4128555100)","28,015","816","141","144","137","128","136","130","13,299","409","70","61","73","70","79","56","14,716","407","71","83","64","58","57","74"
"경기도 고양시 일산동구 백석2동(4128555200)","19,779","330","72","57","43","59","57","42","9,417","175","43","34","17","37","24","20","10,362","155","29","23","26","22","33","22"
"경기도 고양시 일산동구 마두1동(4128556000)","22,255","389","52","68","58","60","76","75","10,607","198","32","32","29","25","43","37","11,648","191","20","36","29","35","33","38"
"경기도 고양시 일산동구 마두2동(4128557000)","15,066","274","31","33","41","42","59","68","7,033","135","18","15","25","14","29","34","8,033","139","13","18","16","28","30","34"
"경기도 고양시 일산동구 장항1동(4128558000)","19,921","2,039","415","373","284","371","300","296","9,924","1,053","201","207","149","191","156","149","9,997","986","214","166","135","180","144","147"
"경기도 고양시 일산동구 장항2동(4128559000)","26,597","400","91","75","50","73","56","55","12,978","220","50","44","26","42","31","27","13,619","180","41","31","24","31","25","28"
"경기도 고양시 일산동구 고봉동(4128560000)","20,753","389","57","63","61","71","64","73","10,889","202","25","35","32","39","30","41","9,864","187","32","28","29","32","34","32"
"경기도 고양시 일산서구 (4128700000)","276,121","6,924","1,221","1,147","1,057","1,115","1,166","1,218","133,128","3,547","627","590","557","564","592","617","142,993","3,377","594","557","500","551","574","601"
"경기도 고양시 일산서구 일산1동(4128751000)","24,385","552","108","103","88","89","94","70","11,675","266","52","43","41","49","46","35","12,710","286","56","60","47","40","48","35"
"경기도 고양시 일산서구 일산2동(4128752000)","18,430","388","74","59","59","74","60","62","9,098","188","39","26","27","38","28","30","9,332","200","35","33","32","36","32","32"
"경기도 고양시 일산서구 일산3동(4128753000)","32,852","761","127","120","103","119","129","163","15,722","387","65","70","47","50","72","83","17,130","374","62","50","56","69","57","80"
"경기도 고양시 일산서구 탄현1동(4128754500)","28,836","808","133","124","125","130","140","156","14,208","435","70","65","74","73","76","77","14,628","373","63","59","51","57","64","79"
"경기도 고양시 일산서구 탄현2동(4128754600)","18,300","581","87","90","96","107","90","111","8,736","294","40","44","53","56","47","54","9,564","287","47","46","43","51","43","57"
"경기도 고양시 일산서구 주엽1동(4128755000)","25,681","583","99","119","82","104","91","88","11,971","301","61","49","36","59","46","50","13,710","282","38","70","46","45","45","38"
"경기도 고양시 일산서구 주엽2동(4128756000)","26,123","626","121","89","103","98","97","118","12,111","328","63","60","47","50","46","62","14,012","298","58","29","56","48","51","56"
"경기도 고양시 일산서구 대화동(4128757000)","33,234","917","179","164","129","138","163","144","16,138","462","91","92","79","64","67","69","17,096","455","88","72","50","74","96","75"
"경기도 고양시 일산서구 송포동(4128758000)","19,827","631","133","116","104","97","86","95","9,730","318","61","63","57","49","46","42","10,097","313","72","53","47","48","40","53"
"경기도 고양시 일산서구 덕이동(4128760000)","30,433","727","101","98","122","114","149","143","14,854","390","54","49","68","59","80","80","15,579","337","47","49","54","55","69","63"
"경기도 고양시 일산서구 가좌동(4128761000)","18,020","350","59","65","46","45","67","68","8,885","178","31","29","28","17","38","35","9,135","172","28","36","18","28","29","33"
"경기도 과천시 (4129000000)","80,832","4,307","705","670","591","681","776","884","39,352","2,179","360","339","305","347","393","435","41,480","2,128","345","331","286","334","383","449"
"경기도 과천시 중앙동(4129051000)","11,439","429","59","73","60","68","91","78","5,493","215","30","35","31","37","46","36","5,946","214","29","38","29","31","45","42"
"경기도 과천시 원문동(4129051500)","16,171","743","96","96","95","129","159","168","7,831","365","49","44","53","64","79","76","8,340","378","47","52","42","65","80","92"
"경기도 과천시 갈현동(4129052000)","19,429","1,814","276","278","225","268","335","432","9,525","952","159","152","116","140","173","212","9,904","862","117","126","109","128","162","220"
"경기도 과천시 별양동(4129053000)","12,440","562","112","91","100","103","70","86","5,993","267","40","44","48","49","38","48","6,447","295","72","47","52","54","32","38"
"경기도 과천시 부림동(4129054000)","8,833","365","72","53","58","58","66","58","4,293","184","35","24","34","33","30","28","4,540","181","37","29","24","25","36","30"
"경기도 과천시 과천동(4129055000)","5,876","213","46","41","29","33","35","29","2,992","104","24","25","10","13","14","18","2,884","109","22","16","19","20","21","11"
"경기도 과천시 문원동(4129056000)","6,644","181","44","38","24","22","20","33","3,225","92","23","15","13","11","13","17","3,419","89","21","23","11","11","7","16"
"경기도 구리시 (4131000000)","187,782","5,504","1,063","926","854","863","848","950","92,978","2,814","555","487","435","426","436","475","94,804","2,690","508","439","419","437","412","475"
"경기도 구리시 갈매동(4131051000)","30,424","1,298","202","175","216","241","221","243","14,998","655","101","85","110","122","113","124","15,426","643","101","90","106","119","108","119"
"경기도 구리시 동구동(4131052000)","34,630","1,028","237","181","134","148","163","165","16,841","502","136","96","60","59","80","71","17,789","526","101","85","74","89","83","94"
"경기도 구리시 인창동(4131053000)","26,125","912","180","155","144","134","136","163","12,694","455","88","75","79","68","58","87","13,431","457","92","80","65","66","78","76"
"경기도 구리시 교문1동(4131054100)","14,597","205","29","42","30","49","32","23","7,575","97","15","24","13","22","17","6","7,022","108","14","18","17","27","15","17"
"경기도 구리시 교문2동(4131054200)","20,439","601","118","103","89","86","92","113","9,932","325","61","57","48","48","49","62","10,507","276","57","46","41","38","43","51"
"경기도 구리시 수택1동(4131057000)","16,810","453","100","83","70","62","68","70","8,439","239","52","45","35","30","41","36","8,371","214","48","38","35","32","27","34"
"경기도 구리시 수택2동(4131058000)","23,968","445","76","69","78","71","67","84","11,940","238","40","42","42","38","35","41","12,028","207","36","27","36","33","32","43"
"경기도 구리시 수택3동(4131059000)","20,789","562","121","118","93","72","69","89","10,559","303","62","63","48","39","43","48","10,230","259","59","55","45","33","26","41"
"경기도 남양주시 (4136000000)","727,440","22,855","3,770","3,681","3,435","3,720","3,943","4,306","359,199","11,646","1,935","1,840","1,719","1,885","2,040","2,227","368,241","11,209","1,835","1,841","1,716","1,835","1,903","2,079"
"경기도 남양주시 와부읍(4136025000)","59,381","1,395","252","243","221","192","232","255","29,081","705","126","113","116","94","120","136","30,300","690","126","130","105","98","112","119"
"경기도 남양주시 진접읍(4136025300)","94,400","2,483","383","416","371","392","428","493","47,289","1,291","198","220","191","203","211","268","47,111","1,192","185","196","180","189","217","225"
"경기도 남양주시 화도읍(4136025600)","63,405","1,410","226","230","213","230","235","276","31,596","698","121","108","103","116","118","132","31,809","712","105","122","110","114","117","144"
"경기도 남양주시 화도읍동부출장소(4136025700)","12,932","449","67","73","78","76","74","81","6,515","247","44","36","44","34","48","41","6,417","202","23","37","34","42","26","40"
"경기도 남양주시 화도읍남부출장소(4136025800)","35,150","1,058","175","145","166","189","186","197","17,555","534","80","68","96","102","87","101","17,595","524","95","77","70","87","99","96"
"경기도 남양주시 진건읍(4136025900)","19,406","264","47","46","41","53","36","41","9,997","140","30","23","14","29","18","26","9,409","124","17","23","27","24","18","15"
"경기도 남양주시 오남읍(4136026200)","50,310","1,007","170","162","150","170","151","204","25,046","510","92","81","71","87","82","97","25,264","497","78","81","79","83","69","107"
"경기도 남양주시 퇴계원읍(4136026500)","26,035","514","84","76","83","99","82","90","12,871","262","45","34","42","54","43","44","13,164","252","39","42","41","45","39","46"
"경기도 남양주시 별내면(4136031000)","17,703","266","42","33","48","45","39","59","8,808","139","20","18","20","24","22","35","8,895","127","22","15","28","21","17","24"
"경기도 남양주시 수동면(4136034000)","8,430","82","13","13","16","13","7","20","4,406","36","6","3","9","4","3","11","4,024","46","7","10","7","9","4","9"
"경기도 남양주시 조안면(4136036000)","3,651","35","4","4","3","5","10","9","1,864","19","1","2","2","2","7","5","1,787","16","3","2","1","3","3","4"
"경기도 남양주시 호평동(4136051000)","55,313","1,816","271","278","273","313","316","365","26,801","932","124","139","128","168","174","199","28,512","884","147","139","145","145","142","166"
"경기도 남양주시 평내동(4136052000)","37,275","1,236","236","197","174","213","210","206","18,267","639","131","98","92","112","107","99","19,008","597","105","99","82","101","103","107"
"경기도 남양주시 금곡동(4136053000)","16,780","197","44","26","31","28","41","27","8,551","103","21","17","15","15","21","14","8,229","94","23","9","16","13","20","13"
"경기도 남양주시 양정동(4136054000)","2,085","39","7","7","7","3","11","4","1,245","28","6","5","5","0","8","4","840","11","1","2","2","3","3","0"
"경기도 남양주시 다산1동(4136054500)","105,647","5,519","900","874","787","877","1,024","1,057","51,338","2,796","441","445","391","435","519","565","54,309","2,723","459","429","396","442","505","492"
